"address","storey_range","floor_area_sqm","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","01TO03","04TO06","07TO09","10TO12","13TO15","16TO18","19TO21","22TO24","25TO27","28TO30","31TO33","34TO36","37TO39","40TO42","43TO45","46TO48","49TO51"
"484B CHOA CHU KANG AVE 5","01 TO 03",100,77,325000,1.37623,103.7363,22.993,1.405521,1.040238,1.065833,0.3890437,0.17913,0.2548272,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488C CHOA CHU KANG AVE 5","07 TO 09",93,94,423000,1.376597,103.7399,22.728,0.9592906,0.5990012,0.8636162,0.1234809,0.5193054,0.51932,1,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476A CHOA CHU KANG AVE 5","07 TO 09",92,91,410000,1.37652,103.738,22.706,0.4227093,1.309379,0.4869684,0.3231262,0.4477554,0.425199,2,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487A CHOA CHU KANG AVE 5","13 TO 15",93,94,438888,1.375878,103.7391,22.575,0.8654276,0.3338708,1.009022,0.8864566,0.3543291,0.4918113,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"690D CHOA CHU KANG CRES","07 TO 09",90,82,337000,1.401962,103.752,23.481,1.701105,0.4666206,1.526466,1.329655,0.4337573,0.276942,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685C CHOA CHU KANG CRES","13 TO 15",85,81,342000,1.403494,103.7487,23.334,0.2121056,0.5564851,0.9146536,0.5091571,0.9838668,0.3694489,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"573 CHOA CHU KANG ST 52","04 TO 06",92,93,420000,1.394417,103.7454,22.628,1.408487,1.525871,0.594528,0.3229048,0.635577,0.5766914,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701 CHOA CHU KANG ST 53","04 TO 06",109,73,340000,1.391654,103.7462,22.332,0.2900364,0.5682854,0.2522855,0.715812,0.1469127,0.1468777,0,5,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152 JLN TECK WHYE","04 TO 06",101,76,330000,1.378818,103.758,19.13,1.275841,0.3319742,0.1303313,0.3887856,0.1467864,0.2747259,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11 TECK WHYE LANE","01 TO 03",99,56,320000,1.379762,103.755,19.322,0.6386227,0.9103599,1.202058,0.607902,0.418477,0.614982,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410 C'WEALTH AVE WEST","04 TO 06",97,56,410000,1.311441,103.7697,12.657,2.034857,1.965548,1.321068,0.4755916,0.8191247,0.6563891,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421 CLEMENTI AVE 1","22 TO 24",100,92,745000,1.309098,103.7684,12.816,2.580702,3.288724,0.7052693,0.850627,0.272773,0.2727307,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"420 CLEMENTI AVE 1","28 TO 30",100,92,748000,1.310045,103.7691,12.872,0.2292907,0.5129201,0.2701551,0.3279258,0.07977236,0.04496753,4,6,22,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"421 CLEMENTI AVE 1","07 TO 09",91,92,708000,1.309098,103.7684,12.816,2.580702,3.288724,0.7052693,0.850627,0.272773,0.2727307,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421 CLEMENTI AVE 1","19 TO 21",96,92,750000,1.309098,103.7684,12.816,2.580702,3.288724,0.7052693,0.850627,0.272773,0.2727307,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"311A CLEMENTI AVE 4","28 TO 30",80,93,773000,1.319117,103.7655,13.829,1.674433,0.8085282,1.529016,0.9786499,0.7098611,1.205715,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"311C CLEMENTI AVE 4","19 TO 21",82,93,756000,1.320106,103.7656,13.866,0.8834458,0.4150818,0.661139,0.66347,0.1509648,0.5281145,1,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"716 CLEMENTI WEST ST 2","07 TO 09",91,60,405000,1.301918,103.7631,13.646,0.4173588,0.1898398,0.2381325,0.2541377,0.3550131,0.2229962,4,9,36,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18A CIRCUIT RD","16 TO 18",93,95,735000,1.329321,103.8881,8.535,0.3177683,0.3523145,0.7816759,0.4987752,0.1466338,0.542076,3,0,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"31 EUNOS CRES","13 TO 15",90,85,735000,1.320389,103.9018,8.58,1.388678,1.269826,0.585679,0.961608,0.5589617,0.4319156,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"346 UBI AVE 1","13 TO 15",84,64,380000,1.325982,103.8997,9.583,0.5927207,0.754769,0.4720799,1.219045,0.4750928,0.4749711,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"314 UBI AVE 1","10 TO 12",84,64,390000,1.329295,103.9036,9.497,0.1432122,0.8193451,0.9216982,0.57572,0.4625869,0.1818077,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"456 HOUGANG AVE 10","07 TO 09",105,71,4e+05,1.377171,103.8954,15.896,1.374074,2.217299,1.347314,0.1438657,0.1637578,0.1158862,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458 HOUGANG AVE 10","01 TO 03",104,71,371000,1.377763,103.8963,15.763,1.27276,0.5130037,1.466401,0.598075,0.6929657,0.2264208,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18 HOUGANG AVE 3","07 TO 09",92,56,335000,1.363217,103.8919,13.731,1.215148,1.48467,1.139877,0.963221,0.6974654,0.5093711,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253 HOUGANG AVE 3","10 TO 12",91,63,365000,1.360428,103.8922,12.956,0.1267765,0.5139443,0.334312,0.453285,0.2633423,0.08517451,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"249 HOUGANG AVE 3","04 TO 06",98,63,340000,1.359612,103.8919,12.81,2.175737,1.197873,1.001263,0.5966877,0.3821703,0.4270973,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"605 HOUGANG AVE 4","01 TO 03",104,64,358000,1.370967,103.8865,15.507,0.9318134,1.165657,0.3473091,0.3357312,0.3205171,0.5330275,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334 HOUGANG AVE 5","13 TO 15",104,61,405000,1.368862,103.898,14.258,0.830758,0.3479452,0.4558777,0.2305816,0.2157181,0.2156436,0,5,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"528 HOUGANG AVE 6","10 TO 12",105,66,422000,1.375119,103.8907,16.621,0.2837018,0.1414688,0.3440289,0.2344801,0.3003505,0.1437521,1,5,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"531 HOUGANG AVE 6","01 TO 03",84,66,308000,1.375756,103.8903,16.521,1.12308,0.967018,1.433263,0.7071727,0.4123127,0.5730668,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336 HOUGANG AVE 7","01 TO 03",91,63,330000,1.369303,103.8984,13.661,1.195187,0.2646476,0.7212034,0.3319394,0.3743299,0.3321642,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"613 HOUGANG AVE 8","10 TO 12",84,64,350000,1.369488,103.8848,15.08,1.674337,1.630428,0.95794,0.7724785,0.4619998,0.415101,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"503 HOUGANG AVE 8","01 TO 03",84,65,321000,1.373483,103.8875,15.521,0.7474614,0.4167115,0.3407142,0.08021807,0.4430383,0.1340566,0,3,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629 HOUGANG AVE 8","01 TO 03",104,65,365000,1.369954,103.8812,14.853,0.7062341,1.119233,1.722362,0.8461293,0.2577472,1.073384,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"954 HOUGANG AVE 9","10 TO 12",101,77,390000,1.376763,103.8781,14.939,0.1681223,0.5323303,0.5730336,0.5618505,0.6237542,0.2188217,0,5,7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"242 HOUGANG ST 22","07 TO 09",99,63,338000,1.357389,103.8922,12.02,0.9008805,0.3881322,0.2622552,0.2028942,0.4517097,0.3328785,0,3,15,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376B HOUGANG ST 32","01 TO 03",92,94,445000,1.364123,103.8941,12.855,1.345764,1.406087,1.266838,0.3730459,0.9716003,0.1764788,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549 HOUGANG ST 51","01 TO 03",103,71,335000,1.378141,103.8913,16.76,0.665113,0.4301009,0.6757118,0.586571,0.2565755,0.4341507,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570 HOUGANG ST 51","04 TO 06",100,75,371000,1.377972,103.8881,16.746,1.352627,1.378779,0.05071206,0.7050058,0.5305036,0.5341518,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"925 HOUGANG ST 91","04 TO 06",101,77,370000,1.376707,103.8825,16.095,0.2532182,0.6267102,0.4067479,0.4393814,0.2697408,0.09144594,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"931 HOUGANG ST 91","04 TO 06",100,77,398000,1.375545,103.8806,15.055,1.153627,0.904294,1.203852,1.041973,0.36433,0.3643075,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926 HOUGANG ST 91","07 TO 09",100,76,388000,1.376071,103.8809,15.113,0.9819219,0.8484625,0.3039225,0.7592198,0.4281407,0.4280245,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"911 HOUGANG ST 91","01 TO 03",90,76,360000,1.378937,103.8839,16.11,0.2220321,0.07662485,1.376183,0.6753759,0.4206386,0.4206797,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471A UPP SERANGOON CRES","07 TO 09",92,93,433888,1.378145,103.9018,15.336,1.8872,0.3986652,0.2336722,0.8129632,0.287365,0.5753678,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475D UPP SERANGOON CRES","16 TO 18",92,93,655000,1.375183,103.9004,15.708,0.3060126,0.3051213,0.05859884,0.3124268,0.1932088,0.05879201,8,12,56,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"475B UPP SERANGOON CRES","16 TO 18",92,93,660000,1.375774,103.9,15.612,1.315908,1.285442,1.431356,0.6514719,0.3459946,0.7918771,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"471B UPP SERANGOON CRES","04 TO 06",92,93,412500,1.37801,103.9011,15.316,0.9115599,1.151305,0.5209606,1.046205,0.1842581,0.3483676,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470C UPP SERANGOON CRES","04 TO 06",93,93,450000,1.378467,103.9008,15.618,0.01541986,0.1684864,0.322661,0.06837499,0.03019525,0.0400987,11,23,95,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470A UPP SERANGOON CRES","19 TO 21",92,93,5e+05,1.379055,103.9019,15.488,0.7124058,1.455754,1.340926,1.674058,0.02484833,0.1402892,0,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"470A UPP SERANGOON CRES","04 TO 06",93,93,430000,1.379055,103.9019,15.488,0.7124058,1.455754,1.340926,1.674058,0.02484833,0.1402892,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477C UPP SERANGOON VIEW","16 TO 18",92,94,558000,1.379323,103.9042,15.539,0.9959247,1.031985,1.03042,0.3043282,0.2682382,0.9328116,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"477C UPP SERANGOON VIEW","10 TO 12",92,94,560000,1.379323,103.9042,15.539,0.9959247,1.031985,1.03042,0.3043282,0.2682382,0.9328116,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"477A UPP SERANGOON VIEW","07 TO 09",92,94,470000,1.378309,103.9038,15.423,0.2357087,0.3751724,0.386332,0.03310081,0.3281612,0.2141005,0,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476B UPP SERANGOON VIEW","16 TO 18",92,94,545000,1.377328,103.9042,15.301,1.814391,2.143247,0.7267795,0.6294995,0.6216482,0.4275402,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"476C UPP SERANGOON VIEW","16 TO 18",92,94,568000,1.37795,103.9043,15.337,1.415412,1.215342,0.3697769,0.5848402,0.1601624,0.6489868,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"240 JURONG EAST ST 21","04 TO 06",98,60,350000,1.341068,103.7416,17.236,0.1634806,0.3335911,0.05815025,0.1855351,0.1010334,0.01748918,5,8,43,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218 JURONG EAST ST 21","04 TO 06",91,63,380000,1.340332,103.7379,17.465,0.7339502,0.1885078,1.338751,1.029802,0.4479855,0.1764974,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248 JURONG EAST ST 24","04 TO 06",105,61,4e+05,1.342273,103.7401,18.102,1.775765,0.7402534,0.4446467,0.6482124,0.7868424,0.5056952,1,2,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321 JURONG EAST ST 31","04 TO 06",104,63,382000,1.348358,103.7301,18.422,0.5873908,0.6126123,1.095548,0.6583165,0.8678577,0.8669774,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304 JURONG EAST ST 32","13 TO 15",99,62,370000,1.345145,103.7348,17.876,0.8475115,1.505389,0.5694506,1.111405,0.6782799,0.8087689,0,2,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"316 JURONG EAST ST 32","10 TO 12",104,63,430000,1.345797,103.7323,18.525,0.3367321,0.449134,0.5065901,0.1720131,0.3298395,0.3297902,1,6,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"57 TEBAN GDNS RD","22 TO 24",92,95,462000,1.322542,103.7376,16.469,0.3898979,1.350404,0.9040156,0.174291,1.092825,0.3725192,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"48 TEBAN GDNS RD","01 TO 03",93,64,350000,1.320498,103.74,16.305,2.140997,1.707485,0.2553806,0.570677,0.6971418,0.2129397,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22 TEBAN GDNS RD","13 TO 15",92,92,408000,1.322772,103.7397,16.02,0.1307,2.124888,1.423784,0.4876841,0.3605585,0.2014056,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20 TEBAN GDNS RD","04 TO 06",92,92,395000,1.323784,103.7385,16.889,0.2170775,0.4402528,0.7534639,1.026054,0.6111399,0.1761633,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31 TEBAN GDNS RD","10 TO 12",99,59,340000,1.320308,103.739,16.19,0.4783333,1.73279,0.9872063,0.8483213,1.189205,0.2994445,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"282 TOH GUAN RD","04 TO 06",90,77,420000,1.339606,103.7471,17.295,0.3629025,0.116239,0.4320556,0.4599362,0.5801127,0.1430932,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273 TOH GUAN RD","07 TO 09",101,77,493000,1.342662,103.7453,17.452,0.04643395,0.2691396,0.296401,0.02869555,0.05950131,0.04891761,11,26,87,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263 BOON LAY DR","07 TO 09",116,73,380000,1.3451,103.7069,21.092,0.5162173,1.749965,1.221088,0.6285375,0.5257366,0.5766509,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197B BOON LAY DR","13 TO 15",93,93,508000,1.343782,103.7135,20.379,1.246717,0.8175699,0.6649132,0.3130953,0.3028383,0.1267111,0,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"491 JURONG WEST AVE 1","07 TO 09",100,64,327000,1.349587,103.7263,19.101,1.726616,0.6266174,0.8858718,0.9869268,0.6170567,0.544989,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430 JURONG WEST AVE 1","07 TO 09",103,63,335000,1.351954,103.7256,19.46,0.7778183,0.288451,0.4527353,1.305067,0.1751588,0.7860461,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542 JURONG WEST AVE 1","01 TO 03",107,63,310000,1.3516,103.7156,20.689,1.088106,0.2516322,1.167791,1.201278,0.4812121,0.409341,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729 JURONG WEST AVE 5","10 TO 12",104,68,346888,1.346401,103.6979,23.915,1.159589,1.261072,0.309906,1.122781,0.7110079,0.4186522,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"683A JURONG WEST CTRL 1","10 TO 12",93,79,450000,1.342609,103.7048,21.963,0.07195092,0.09921146,0.5220377,0.2263891,0.2841652,0.1320995,1,13,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"275C JURONG WEST ST 25","01 TO 03",90,80,305000,1.353125,103.7028,22.917,0.3942636,1.369117,2.425828,0.6503023,0.7853885,0.2050477,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498 JURONG WEST ST 41","01 TO 03",84,65,318000,1.348333,103.7243,19.167,1.535775,1.591473,0.2522774,0.1807705,0.09080356,0.09070832,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477 JURONG WEST ST 41","07 TO 09",103,63,355000,1.347716,103.7251,18.996,0.5107685,0.2437873,0.5497213,0.2871425,0.2200856,0.114463,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483 JURONG WEST ST 41","01 TO 03",92,63,310000,1.347353,103.7253,18.856,1.697304,0.45022,0.3186495,0.5385211,0.4716838,0.06901989,0,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465 JURONG WEST ST 41","01 TO 03",91,63,335000,1.350126,103.7232,20.435,0.8018615,1.56264,0.7085213,0.6296225,0.5659837,0.8047646,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481 JURONG WEST ST 41","01 TO 03",93,63,331000,1.346846,103.7252,18.826,1.472372,0.9985925,0.9123712,0.6434777,0.944771,0.7376312,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413 JURONG WEST ST 42","04 TO 06",104,63,330000,1.353276,103.7251,19.703,1.098793,0.5863342,0.9051904,1.2951,0.7694156,0.4765798,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655A JURONG WEST ST 61","04 TO 06",87,81,370000,1.335537,103.6985,22.587,1.365655,0.394307,0.7926668,0.695738,0.5316254,0.4279219,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648B JURONG WEST ST 61","04 TO 06",91,79,390000,1.338388,103.6982,22.629,1.286989,1.034681,2.051353,0.6851176,0.7547029,1.061559,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643 JURONG WEST ST 61","07 TO 09",92,76,370000,1.339252,103.6957,22.98,0.5706926,0.2345266,0.1989568,0.2424487,0.5434792,0.2483873,0,6,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645 JURONG WEST ST 61","13 TO 15",100,77,398500,1.339035,103.6965,22.748,0.599063,0.4062988,0.8452429,0.6920387,0.160924,0.5345565,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"625 JURONG WEST ST 61","07 TO 09",91,79,395000,1.34152,103.6988,23.07,1.881791,1.410451,1.264844,0.4609241,0.4046511,0.4047011,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668D JURONG WEST ST 64","07 TO 09",86,78,365000,1.341258,103.703,22.13,0.6139846,0.3569578,0.3110093,0.4265716,0.4462103,0.3913237,1,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684C JURONG WEST ST 64","07 TO 09",93,79,440000,1.343587,103.7045,22.051,0.7328011,2.203571,1.202276,0.7216782,1.134558,0.404615,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668A JURONG WEST ST 64","04 TO 06",86,78,385000,1.341831,103.7029,22.075,0.8771327,2.200565,0.4402282,0.8642892,0.6183118,0.7488479,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670A JURONG WEST ST 65","07 TO 09",91,80,350000,1.344097,103.7029,22.337,1.07365,0.5835357,0.4495257,0.5414039,0.2245435,0.101203,1,4,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619 JURONG WEST ST 65","10 TO 12",91,79,380000,1.341517,103.6999,23.101,1.138956,1.021566,0.6975564,0.3999079,0.6330522,0.5477763,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"663D JURONG WEST ST 65","04 TO 06",90,78,390000,1.338844,103.7023,23.069,0.904743,1.51895,1.827357,1.125947,0.1423176,0.1583242,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657A JURONG WEST ST 65","04 TO 06",91,80,388000,1.335413,103.7003,22.284,1.010826,2.099786,0.9096963,0.7535086,0.3370526,0.337156,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746 JURONG WEST ST 73","01 TO 03",104,68,320000,1.347405,103.6981,22.971,0.1441848,0.5033964,0.3114124,0.4814433,0.2144528,0.03717475,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735 JURONG WEST ST 75","07 TO 09",106,74,389000,1.346155,103.7012,22.78,1.097164,0.575868,0.7015728,0.3249272,0.6154295,0.7387405,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839 JURONG WEST ST 81","07 TO 09",109,71,330000,1.343579,103.6928,23.309,0.5936233,0.2256928,0.9349763,0.4729548,1.076645,0.6609767,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835 JURONG WEST ST 81","07 TO 09",104,68,312000,1.343505,103.6937,23.081,2.573333,0.6654961,1.282629,0.8680394,0.8952122,0.6144019,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822 JURONG WEST ST 81","07 TO 09",106,72,335000,1.347079,103.6938,23.503,0.7362967,0.4605533,0.9051291,0.703359,0.6811416,0.5463705,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945 JURONG WEST ST 91","04 TO 06",105,68,315000,1.344239,103.6901,23.756,0.5223164,0.3796284,0.1052239,0.2169739,0.07809921,0.05818057,1,5,26,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"934 JURONG WEST ST 91","04 TO 06",104,67,330000,1.342238,103.6887,23.524,0.2671054,1.552443,0.6093885,0.433831,0.3151022,0.5931105,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"914 JURONG WEST ST 91","04 TO 06",103,66,318800,1.341455,103.688,23.505,1.156992,1.384159,1.095464,0.7465078,0.4415148,0.7593825,1,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"920 JURONG WEST ST 92","04 TO 06",104,67,320000,1.33981,103.6883,23.498,0.6120911,0.5049688,0.6348065,1.198534,0.8603122,0.1510186,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"929 JURONG WEST ST 92","01 TO 03",103,67,310000,1.341294,103.6893,23.359,1.236982,1.391342,1.021718,0.1892392,0.1997909,0.1830329,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"976 JURONG WEST ST 93","01 TO 03",104,67,335000,1.340007,103.6938,22.658,0.6583457,0.8242912,0.48098,1.08361,0.2888767,0.542603,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339B KANG CHING RD","01 TO 03",92,90,378000,1.338181,103.7212,19.164,1.190856,0.897378,0.9442758,0.6080829,0.7990641,0.7880166,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348 KANG CHING RD","04 TO 06",102,75,369000,1.34061,103.7198,19.405,1.202151,1.126517,1.572856,0.2994431,0.6354728,0.02151939,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352 KANG CHING RD","01 TO 03",102,75,355000,1.339366,103.7202,19.214,0.3990576,0.3661628,0.1545451,0.1851161,0.141807,0.1246242,8,14,38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353 KANG CHING RD","01 TO 03",101,75,360000,1.339804,103.7206,19.218,1.074015,0.04322082,0.9252349,0.917476,0.4321295,0.3031531,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337C TAH CHING RD","01 TO 03",94,88,363000,1.33719,103.722,18.932,1.696656,0.3693637,1.512061,0.5300882,0.4419102,0.4754166,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152 YUNG HO RD","04 TO 06",112,69,355000,1.327187,103.7205,18.043,1.602694,0.9169661,1.067782,0.9418616,0.7285596,0.4934228,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153 YUNG HO RD","04 TO 06",104,69,312000,1.327483,103.721,17.935,0.5665601,1.404499,0.7836101,0.5045943,0.1237578,0.2821369,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175C YUNG KUANG RD","04 TO 06",93,93,445000,1.332788,103.7216,18.348,0.5965452,0.4148017,0.4256944,0.360153,0.2406983,0.2659443,4,6,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175B YUNG KUANG RD","04 TO 06",93,93,413000,1.332834,103.721,18.371,0.04573352,0.1546895,0.6067052,0.3279763,0.3565629,0.1257185,1,11,12,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
